year,plot,block,quad,species,rel.cov,lat.name
2018,F5,3,4,Pol bis,0.031007752,Polygonum bistorta
2018,F5,3,5,Pol bis,0.078125,Polygonum bistorta
2018,F5,3,6,Pol bis,0.014492754,Polygonum bistorta
2018,F5,3,7,Pol bis,0.015384615,Polygonum bistorta
2018,F10,3,1,Pol bis,0.013157895,Polygonum bistorta
2018,F10,3,3,Pol bis,0.007194245,Polygonum bistorta
2018,F10,3,4,Pol bis,0.005681818,Polygonum bistorta
2018,F10,3,5,Pol bis,0.014184397,Polygonum bistorta
2018,F10,3,6,Pol bis,0.017857143,Polygonum bistorta
2018,CT,4,2,Pol bis,0.02020202,Polygonum bistorta
2018,CT,4,3,Pol bis,0.022099448,Polygonum bistorta
2018,CT,4,4,Pol bis,0.010526316,Polygonum bistorta
2018,CT,4,5,Pol bis,0.021390374,Polygonum bistorta
2018,CT,4,6,Pol bis,0.004716981,Polygonum bistorta
2018,CT,4,7,Pol bis,0.00462963,Polygonum bistorta
2018,CT,4,8,Pol bis,0.004694836,Polygonum bistorta
2019,CT,1,1,Pol bis,0.016260163,Polygonum bistorta
2019,CT,1,4,Pol bis,0.01010101,Polygonum bistorta
2019,CT,1,5,Pol bis,0.012987013,Polygonum bistorta
2019,CT,1,6,Pol bis,0.006289308,Polygonum bistorta
2019,CT,1,7,Pol bis,0.016260163,Polygonum bistorta
2019,F2,1,1,Pol bis,0.014184397,Polygonum bistorta
2019,F2,1,2,Pol bis,0.015384615,Polygonum bistorta
2019,F2,1,3,Pol bis,0.010204082,Polygonum bistorta
2019,F2,1,4,Pol bis,0.008849558,Polygonum bistorta
2019,F2,1,5,Pol bis,0.038834951,Polygonum bistorta
2019,F2,1,6,Pol bis,0.009174312,Polygonum bistorta
2019,F2,1,7,Pol bis,0.009259259,Polygonum bistorta
2019,F2,1,8,Pol bis,0.006289308,Polygonum bistorta
2019,F5,1,2,Pol bis,0.008,Polygonum bistorta
2019,F5,1,4,Pol bis,0.020618557,Polygonum bistorta
2019,F5,1,5,Pol bis,0.007042254,Polygonum bistorta
2019,F5,1,6,Pol bis,0.019417476,Polygonum bistorta
2019,CT,2,1,Pol bis,0.02739726,Polygonum bistorta
2019,CT,2,2,Pol bis,0.006756757,Polygonum bistorta
2019,CT,2,3,Pol bis,0.021857923,Polygonum bistorta
2019,CT,2,4,Pol bis,0.011235955,Polygonum bistorta
2019,CT,2,5,Pol bis,0.017391304,Polygonum bistorta
2019,CT,2,6,Pol bis,0.010416667,Polygonum bistorta
2019,CT,2,8,Pol bis,0.013888889,Polygonum bistorta
2019,F2,2,1,Pol bis,0.027027027,Polygonum bistorta
2019,F2,2,2,Pol bis,0.033707865,Polygonum bistorta
2019,F2,2,3,Pol bis,0.014285714,Polygonum bistorta
2019,F2,2,4,Pol bis,0.042328042,Polygonum bistorta
2019,F2,2,5,Pol bis,0.036363636,Polygonum bistorta
2019,F2,2,6,Pol bis,0.005319149,Polygonum bistorta
2019,F5,2,1,Pol bis,0.007633588,Polygonum bistorta
2019,CT,3,1,Pol bis,0.006060606,Polygonum bistorta
2019,CT,3,2,Pol bis,0.00621118,Polygonum bistorta
2019,CT,3,3,Pol bis,0.012048193,Polygonum bistorta
2019,CT,3,4,Pol bis,0.006097561,Polygonum bistorta
2019,CT,3,5,Pol bis,0.012195122,Polygonum bistorta
2019,CT,3,6,Pol bis,0.018691589,Polygonum bistorta
2019,CT,3,7,Pol bis,0.0078125,Polygonum bistorta
2019,CT,3,8,Pol bis,0.011764706,Polygonum bistorta
2019,F2,3,1,Pol bis,0.006711409,Polygonum bistorta
2019,F2,3,2,Pol bis,0.005208333,Polygonum bistorta
2019,F2,3,3,Pol bis,0.020512821,Polygonum bistorta
2019,F2,3,4,Pol bis,0.006535948,Polygonum bistorta
2019,F2,3,6,Pol bis,0.005494505,Polygonum bistorta
2019,F2,3,7,Pol bis,0.006756757,Polygonum bistorta
2019,F5,3,1,Pol bis,0.025974026,Polygonum bistorta
2019,F5,3,2,Pol bis,0.007575758,Polygonum bistorta
2019,F5,3,3,Pol bis,0.013071895,Polygonum bistorta
2019,F5,3,4,Pol bis,0.019704433,Polygonum bistorta
2019,F5,3,5,Pol bis,0.028571429,Polygonum bistorta
2019,F5,3,6,Pol bis,0.014184397,Polygonum bistorta
2019,F5,3,7,Pol bis,0.012269939,Polygonum bistorta
2019,F10,3,2,Pol bis,0.007042254,Polygonum bistorta
2019,F10,3,3,Pol bis,0.010362694,Polygonum bistorta
2019,F10,3,5,Pol bis,0.007092199,Polygonum bistorta
2019,F10,3,6,Pol bis,0.006024096,Polygonum bistorta
2019,F10,3,7,Pol bis,0.012345679,Polygonum bistorta
2020,CT,1,1,Pol bis,0.006097561,Polygonum bistorta
2020,CT,1,4,Pol bis,0.019704433,Polygonum bistorta
2020,CT,1,5,Pol bis,0.02484472,Polygonum bistorta
2020,F2,1,1,Pol bis,0.026315789,Polygonum bistorta
2020,F2,1,2,Pol bis,0.022727273,Polygonum bistorta
2020,F2,1,3,Pol bis,0.011111111,Polygonum bistorta
2020,F2,1,4,Pol bis,0.014285714,Polygonum bistorta
2020,F2,1,5,Pol bis,0.029850746,Polygonum bistorta
2020,F5,1,2,Pol bis,0.015151515,Polygonum bistorta
2020,F5,1,3,Pol bis,0.012345679,Polygonum bistorta
2020,CT,2,1,Pol bis,0.02259887,Polygonum bistorta
2020,CT,2,2,Pol bis,0.013422819,Polygonum bistorta
2020,CT,2,3,Pol bis,0.006451613,Polygonum bistorta
2020,CT,2,4,Pol bis,0.010471204,Polygonum bistorta
2020,CT,2,5,Pol bis,0.012048193,Polygonum bistorta
2020,F2,2,1,Pol bis,0.014705882,Polygonum bistorta
2020,F2,2,2,Pol bis,0.010471204,Polygonum bistorta
2020,F2,2,3,Pol bis,0.007407407,Polygonum bistorta
2020,F2,2,4,Pol bis,0.07106599,Polygonum bistorta
2020,F2,2,5,Pol bis,0.037037037,Polygonum bistorta
2020,F5,2,1,Pol bis,0.014814815,Polygonum bistorta
2020,F5,2,3,Pol bis,0.008928571,Polygonum bistorta
2020,F5,2,5,Pol bis,0.009009009,Polygonum bistorta
2020,CT,3,1,Pol bis,0.037037037,Polygonum bistorta
2020,CT,3,2,Pol bis,0.006024096,Polygonum bistorta
2020,CT,3,3,Pol bis,0.014084507,Polygonum bistorta
2020,CT,3,4,Pol bis,0.005494505,Polygonum bistorta
2020,CT,3,5,Pol bis,0.013333333,Polygonum bistorta
2020,F2,3,1,Pol bis,0.006756757,Polygonum bistorta
2020,F2,3,2,Pol bis,0.011111111,Polygonum bistorta
2020,F2,3,3,Pol bis,0.005847953,Polygonum bistorta
2020,F2,3,4,Pol bis,0.011111111,Polygonum bistorta
2020,F5,3,1,Pol bis,0.008130081,Polygonum bistorta
2020,F5,3,2,Pol bis,0.025,Polygonum bistorta
2020,F5,3,3,Pol bis,0.007407407,Polygonum bistorta
2020,F5,3,4,Pol bis,0.006711409,Polygonum bistorta
2020,F5,3,5,Pol bis,0.01459854,Polygonum bistorta
2020,F10,3,3,Pol bis,0.007194245,Polygonum bistorta
2020,CT,4,1,Pol bis,0.007462687,Polygonum bistorta
2020,CT,4,2,Pol bis,0.032085561,Polygonum bistorta
2020,CT,4,3,Pol bis,0.006369427,Polygonum bistorta
2020,CT,4,4,Pol bis,0.009174312,Polygonum bistorta
2020,CT,4,5,Pol bis,0.015503876,Polygonum bistorta
2018,CT,4,7,Pol viv,0.009259259,Polygonum viviparum
2018,CT,4,8,Pol viv,0.004694836,Polygonum viviparum
2018,CT,4,2,Pyr sec,0.005050505,Pyrola secunda 
2018,CT,4,3,Pyr sec,0.022099448,Pyrola secunda 
2018,CT,4,5,Pyr sec,0.005347594,Pyrola secunda 
2018,CT,4,6,Pyr sec,0.018867925,Pyrola secunda 
2018,CT,4,7,Pyr sec,0.009259259,Pyrola secunda 
2018,CT,4,8,Pyr sec,0.009389671,Pyrola secunda 
2020,CT,4,3,Pyr sp.,0.012738854,Pyrola species
2008,CT,1,1,Rub cha,0.01887,Rubus chamaemorus
2008,CT,1,2,Rub cha,0.01905,Rubus chamaemorus
2008,CT,1,3,Rub cha,0.0087,Rubus chamaemorus
2008,CT,1,4,Rub cha,0.01626,Rubus chamaemorus
2008,F2,1,1,Rub cha,0.01717,Rubus chamaemorus
2008,F2,1,2,Rub cha,0.0354,Rubus chamaemorus
2008,F2,1,3,Rub cha,0.02655,Rubus chamaemorus
2008,F5,1,1,Rub cha,0.04444,Rubus chamaemorus
2008,F5,1,2,Rub cha,0.05882,Rubus chamaemorus
2008,F5,1,3,Rub cha,0.04301,Rubus chamaemorus
2008,F5,1,4,Rub cha,0.02105,Rubus chamaemorus
2008,F10,1,1,Rub cha,0.05,Rubus chamaemorus
2008,F10,1,2,Rub cha,0.04902,Rubus chamaemorus
2008,F10,1,3,Rub cha,0.05825,Rubus chamaemorus
2008,F10,1,4,Rub cha,0.06863,Rubus chamaemorus
2008,F2,2,1,Rub cha,0.00952,Rubus chamaemorus
2008,F2,2,2,Rub cha,0.00935,Rubus chamaemorus
2008,F2,2,3,Rub cha,0.00995,Rubus chamaemorus
2008,F2,2,4,Rub cha,0.02941,Rubus chamaemorus
2008,F10,2,1,Rub cha,0.01075,Rubus chamaemorus
2008,F10,2,2,Rub cha,0.07407,Rubus chamaemorus
2008,F10,2,4,Rub cha,0.0458,Rubus chamaemorus
2010,CT,1,1,Rub cha,0.036,Rubus chamaemorus
2010,CT,1,2,Rub cha,0.029,Rubus chamaemorus
2010,CT,1,3,Rub cha,0.017,Rubus chamaemorus
2010,CT,1,4,Rub cha,0.066,Rubus chamaemorus
2010,CT,1,5,Rub cha,0.04,Rubus chamaemorus
2010,CT,1,6,Rub cha,0.098,Rubus chamaemorus
2010,CT,1,7,Rub cha,0.064,Rubus chamaemorus
2010,CT,1,8,Rub cha,0.092,Rubus chamaemorus
2010,F5,1,1,Rub cha,0.068,Rubus chamaemorus
2010,F5,1,2,Rub cha,0.074,Rubus chamaemorus
2010,F5,1,3,Rub cha,0.063,Rubus chamaemorus
2010,F5,1,4,Rub cha,0.086,Rubus chamaemorus
2010,F5,1,5,Rub cha,0.011,Rubus chamaemorus
2010,F5,1,6,Rub cha,0.064,Rubus chamaemorus
2010,F5,1,7,Rub cha,0.041,Rubus chamaemorus
2010,F5,1,8,Rub cha,0.028,Rubus chamaemorus
2010,F10,1,1,Rub cha,0.11,Rubus chamaemorus
2010,F10,1,2,Rub cha,0.227,Rubus chamaemorus
2010,F10,1,3,Rub cha,0.09,Rubus chamaemorus
2010,F10,1,4,Rub cha,0.06,Rubus chamaemorus
2010,F10,1,5,Rub cha,0.03,Rubus chamaemorus
2010,F10,1,6,Rub cha,0.123,Rubus chamaemorus
2010,F10,1,7,Rub cha,0.032,Rubus chamaemorus
2010,F10,1,8,Rub cha,0.186,Rubus chamaemorus
2010,F10,2,1,Rub cha,0.098,Rubus chamaemorus
2010,F10,2,2,Rub cha,0.179,Rubus chamaemorus
2010,F10,2,3,Rub cha,0.097,Rubus chamaemorus
2010,F10,2,4,Rub cha,0.106,Rubus chamaemorus
2010,F10,2,5,Rub cha,0.131,Rubus chamaemorus
2010,F10,2,6,Rub cha,0.141,Rubus chamaemorus
2010,F10,2,7,Rub cha,0.068,Rubus chamaemorus
2010,F10,2,8,Rub cha,0.214,Rubus chamaemorus
2011,CT,1,1,Rub cha,0.014184397,Rubus chamaemorus
2011,CT,1,2,Rub cha,0.013513514,Rubus chamaemorus
2011,CT,1,3,Rub cha,0.014492754,Rubus chamaemorus
2011,CT,1,4,Rub cha,0.016666667,Rubus chamaemorus
2011,CT,1,5,Rub cha,0.027027027,Rubus chamaemorus
2011,CT,1,6,Rub cha,0.033613445,Rubus chamaemorus
2011,CT,1,7,Rub cha,0.017241379,Rubus chamaemorus
2011,CT,1,8,Rub cha,0.064,Rubus chamaemorus
2011,F5,1,1,Rub cha,0.022222222,Rubus chamaemorus
2011,F5,1,2,Rub cha,0.046153846,Rubus chamaemorus
2011,F5,1,3,Rub cha,0.053333333,Rubus chamaemorus
2011,F5,1,4,Rub cha,0.056338028,Rubus chamaemorus
2011,F5,1,5,Rub cha,0.035087719,Rubus chamaemorus
2011,F5,1,6,Rub cha,0.054545455,Rubus chamaemorus
2011,F5,1,7,Rub cha,0.058823529,Rubus chamaemorus
2011,F5,1,8,Rub cha,0.019417476,Rubus chamaemorus
2011,F10,1,1,Rub cha,0.101694915,Rubus chamaemorus
2011,F10,1,2,Rub cha,0.265486726,Rubus chamaemorus
2011,F10,1,3,Rub cha,0.051282051,Rubus chamaemorus
2011,F10,1,4,Rub cha,0.036036036,Rubus chamaemorus
2011,F10,1,5,Rub cha,0.076923077,Rubus chamaemorus
2011,F10,1,6,Rub cha,0.138888889,Rubus chamaemorus
2011,F10,1,7,Rub cha,0.064,Rubus chamaemorus
2011,F10,1,8,Rub cha,0.180451128,Rubus chamaemorus
2011,F10,2,1,Rub cha,0.063157895,Rubus chamaemorus
2011,F10,2,2,Rub cha,0.04519774,Rubus chamaemorus
2011,F10,2,3,Rub cha,0.096385542,Rubus chamaemorus
2011,F10,2,4,Rub cha,0.086486486,Rubus chamaemorus
2011,F10,2,5,Rub cha,0.064516129,Rubus chamaemorus
2011,F10,2,6,Rub cha,0.058823529,Rubus chamaemorus
2011,F10,2,7,Rub cha,0.023255814,Rubus chamaemorus
2011,F10,2,8,Rub cha,0.023255814,Rubus chamaemorus
2011,F5,3,1,Rub cha,0.070175439,Rubus chamaemorus
2012,CT,1,1,Rub cha,0.0374,Rubus chamaemorus
2012,CT,1,2,Rub cha,0.036,Rubus chamaemorus
2012,CT,1,3,Rub cha,0.0348,Rubus chamaemorus
2012,CT,1,4,Rub cha,0.0735,Rubus chamaemorus
2012,CT,1,5,Rub cha,0.0465,Rubus chamaemorus
2012,CT,1,6,Rub cha,0.1017,Rubus chamaemorus
2012,CT,1,7,Rub cha,0.0448,Rubus chamaemorus
2012,CT,1,8,Rub cha,0.1,Rubus chamaemorus
2012,F2,1,1,Rub cha,0.0606,Rubus chamaemorus
2012,F2,1,2,Rub cha,0.0877,Rubus chamaemorus
2012,F2,1,3,Rub cha,0.048,Rubus chamaemorus
2012,F2,1,4,Rub cha,0.0984,Rubus chamaemorus
2012,F2,1,5,Rub cha,0.1154,Rubus chamaemorus
2012,F2,1,6,Rub cha,0.141,Rubus chamaemorus
2012,F2,1,7,Rub cha,0.102,Rubus chamaemorus
2012,F2,1,8,Rub cha,0.0696,Rubus chamaemorus
2012,F5,1,1,Rub cha,0.1379,Rubus chamaemorus
2012,F5,1,2,Rub cha,0.0625,Rubus chamaemorus
2012,F5,1,3,Rub cha,0.0787,Rubus chamaemorus
2012,F5,1,4,Rub cha,0.0781,Rubus chamaemorus
2012,F5,1,5,Rub cha,0.0374,Rubus chamaemorus
2012,F5,1,6,Rub cha,0.1333,Rubus chamaemorus
2012,F5,1,7,Rub cha,0.1379,Rubus chamaemorus
2012,F5,1,8,Rub cha,0.0388,Rubus chamaemorus
2012,F10,1,1,Rub cha,0.0971,Rubus chamaemorus
2012,F10,1,2,Rub cha,0.2462,Rubus chamaemorus
2012,F10,1,3,Rub cha,0.2243,Rubus chamaemorus
2012,F10,1,4,Rub cha,0.1099,Rubus chamaemorus
2012,F10,1,5,Rub cha,0.0576,Rubus chamaemorus
2012,F10,1,6,Rub cha,0.0986,Rubus chamaemorus
2012,F10,1,7,Rub cha,0.06,Rubus chamaemorus
2012,F10,1,8,Rub cha,0.127,Rubus chamaemorus
2012,F2,2,1,Rub cha,0.0535,Rubus chamaemorus
2012,F2,2,2,Rub cha,0.0958,Rubus chamaemorus
2012,F2,2,3,Rub cha,0.0769,Rubus chamaemorus
2012,F2,2,4,Rub cha,0.0761,Rubus chamaemorus
2012,F2,2,5,Rub cha,0.1039,Rubus chamaemorus
2012,F2,2,6,Rub cha,0.0476,Rubus chamaemorus
2012,F2,2,7,Rub cha,0.0347,Rubus chamaemorus
2012,F2,2,8,Rub cha,0.0736,Rubus chamaemorus
2012,F10,2,1,Rub cha,0.1304,Rubus chamaemorus
2012,F10,2,2,Rub cha,0.1188,Rubus chamaemorus
2012,F10,2,3,Rub cha,0.1121,Rubus chamaemorus
2012,F10,2,4,Rub cha,0.0714,Rubus chamaemorus
2012,F10,2,5,Rub cha,0.1633,Rubus chamaemorus
2012,F10,2,6,Rub cha,0.2677,Rubus chamaemorus
2012,F10,2,7,Rub cha,0.1481,Rubus chamaemorus
2012,F10,2,8,Rub cha,0.1739,Rubus chamaemorus
2012,F2,3,2,Rub cha,0.0144,Rubus chamaemorus
2012,F2,3,3,Rub cha,0.064,Rubus chamaemorus
2012,F2,3,4,Rub cha,0.1151,Rubus chamaemorus
2012,F2,3,5,Rub cha,0.1228,Rubus chamaemorus
2012,F2,3,6,Rub cha,0.0568,Rubus chamaemorus
2013,CT,1,1,Rub cha,0.0455,Rubus chamaemorus
2013,CT,1,2,Rub cha,0.0143,Rubus chamaemorus
2013,CT,1,4,Rub cha,0.0133,Rubus chamaemorus
2013,CT,1,5,Rub cha,0.1584,Rubus chamaemorus
2013,CT,1,6,Rub cha,0.1088,Rubus chamaemorus
2013,CT,1,7,Rub cha,0.065,Rubus chamaemorus
2013,CT,1,8,Rub cha,0.1468,Rubus chamaemorus
2013,F2,1,1,Rub cha,0.0745,Rubus chamaemorus
2013,F2,1,2,Rub cha,0.119,Rubus chamaemorus
2013,F2,1,3,Rub cha,0.1067,Rubus chamaemorus
2013,F2,1,4,Rub cha,0.075,Rubus chamaemorus
2013,F2,1,5,Rub cha,0.1277,Rubus chamaemorus
2013,F2,1,6,Rub cha,0.1036,Rubus chamaemorus
2013,F2,1,7,Rub cha,0.0506,Rubus chamaemorus
2013,F2,1,8,Rub cha,0.0588,Rubus chamaemorus
2013,F5,1,1,Rub cha,0.1261,Rubus chamaemorus
2013,F5,1,3,Rub cha,0.214,Rubus chamaemorus
2013,F5,1,4,Rub cha,0.1081,Rubus chamaemorus
2013,F5,1,5,Rub cha,0.028,Rubus chamaemorus
2013,F5,1,6,Rub cha,0.1356,Rubus chamaemorus
2013,F5,1,7,Rub cha,0.16,Rubus chamaemorus
2013,F5,1,8,Rub cha,0.0246,Rubus chamaemorus
2013,F10,1,1,Rub cha,0.1231,Rubus chamaemorus
2013,F10,1,2,Rub cha,0.3431,Rubus chamaemorus
2013,F10,1,3,Rub cha,0.2519,Rubus chamaemorus
2013,F10,1,4,Rub cha,0.1944,Rubus chamaemorus
2013,F10,1,5,Rub cha,0.0465,Rubus chamaemorus
2013,F10,1,6,Rub cha,0.0986,Rubus chamaemorus
2013,F10,1,7,Rub cha,0.0581,Rubus chamaemorus
2013,F10,1,8,Rub cha,0.1768,Rubus chamaemorus
2013,F2,2,1,Rub cha,0.0385,Rubus chamaemorus
2013,F2,2,2,Rub cha,0.0952,Rubus chamaemorus
2013,F2,2,3,Rub cha,0.0976,Rubus chamaemorus
2013,F2,2,4,Rub cha,0.0497,Rubus chamaemorus
2013,F2,2,5,Rub cha,0.0622,Rubus chamaemorus
2013,F2,2,6,Rub cha,0.0811,Rubus chamaemorus
2013,F2,2,7,Rub cha,0.0382,Rubus chamaemorus
2013,F2,2,8,Rub cha,0.0588,Rubus chamaemorus
2013,F10,2,1,Rub cha,0.1067,Rubus chamaemorus
2013,F10,2,2,Rub cha,0.1667,Rubus chamaemorus
2013,F10,2,3,Rub cha,0.1096,Rubus chamaemorus
2013,F10,2,4,Rub cha,0.1437,Rubus chamaemorus
2013,F10,2,5,Rub cha,0.2323,Rubus chamaemorus
2013,F10,2,6,Rub cha,0.2404,Rubus chamaemorus
2013,F10,2,7,Rub cha,0.1548,Rubus chamaemorus
2013,F10,2,8,Rub cha,0.3333,Rubus chamaemorus
2013,F2,3,3,Rub cha,0.0428,Rubus chamaemorus
2013,F2,3,4,Rub cha,0.1519,Rubus chamaemorus
2013,F2,3,5,Rub cha,0.0816,Rubus chamaemorus
2013,F2,3,6,Rub cha,0.0548,Rubus chamaemorus
2013,F2,3,7,Rub cha,0.0122,Rubus chamaemorus
2014,CT,1,1,Rub cha,0.0408,Rubus chamaemorus
2014,CT,1,2,Rub cha,0.0093,Rubus chamaemorus
2014,CT,1,3,Rub cha,0.0291,Rubus chamaemorus
2014,CT,1,4,Rub cha,0.0419,Rubus chamaemorus
2014,CT,1,5,Rub cha,0.0865,Rubus chamaemorus
2014,CT,1,6,Rub cha,0.0962,Rubus chamaemorus
2014,CT,1,7,Rub cha,0.0865,Rubus chamaemorus
2014,CT,1,8,Rub cha,0.1093,Rubus chamaemorus
2014,F2,1,1,Rub cha,0.0518,Rubus chamaemorus
2014,F2,1,2,Rub cha,0.051,Rubus chamaemorus
2014,F2,1,3,Rub cha,0.0725,Rubus chamaemorus
2014,F2,1,4,Rub cha,0.0603,Rubus chamaemorus
2014,F2,1,5,Rub cha,0.0457,Rubus chamaemorus
2014,F2,1,6,Rub cha,0.086,Rubus chamaemorus
2014,F2,1,7,Rub cha,0.0714,Rubus chamaemorus
2014,F2,1,8,Rub cha,0.0635,Rubus chamaemorus
2014,F5,1,1,Rub cha,0.1256,Rubus chamaemorus
2014,F5,1,2,Rub cha,0.1062,Rubus chamaemorus
2014,F5,1,3,Rub cha,0.1611,Rubus chamaemorus
2014,F5,1,4,Rub cha,0.0718,Rubus chamaemorus
2014,F5,1,5,Rub cha,0.0485,Rubus chamaemorus
2014,F5,1,6,Rub cha,0.1091,Rubus chamaemorus
2014,F5,1,7,Rub cha,0.1348,Rubus chamaemorus
2014,F5,1,8,Rub cha,0.049,Rubus chamaemorus
2014,F10,1,1,Rub cha,0.1075,Rubus chamaemorus
2014,F10,1,2,Rub cha,0.2679,Rubus chamaemorus
2014,F10,1,3,Rub cha,0.1573,Rubus chamaemorus
2014,F10,1,4,Rub cha,0.117,Rubus chamaemorus
2014,F10,1,5,Rub cha,0.1196,Rubus chamaemorus
2014,F10,1,6,Rub cha,0.0838,Rubus chamaemorus
2014,F10,1,7,Rub cha,0.1202,Rubus chamaemorus
2014,F10,1,8,Rub cha,0.1515,Rubus chamaemorus
2014,F2,2,1,Rub cha,0.0745,Rubus chamaemorus
2014,F2,2,2,Rub cha,0.0845,Rubus chamaemorus
2014,F2,2,3,Rub cha,0.0432,Rubus chamaemorus
2014,F2,2,4,Rub cha,0.0891,Rubus chamaemorus
2014,F2,2,5,Rub cha,0.1414,Rubus chamaemorus
2014,F2,2,6,Rub cha,0.0667,Rubus chamaemorus
2014,F2,2,7,Rub cha,0.0543,Rubus chamaemorus
2014,F2,2,8,Rub cha,0.03,Rubus chamaemorus
2014,F10,2,1,Rub cha,0.2745,Rubus chamaemorus
2014,F10,2,2,Rub cha,0.1095,Rubus chamaemorus
2014,F10,2,3,Rub cha,0.1594,Rubus chamaemorus
2014,F10,2,4,Rub cha,0.1897,Rubus chamaemorus
2014,F10,2,5,Rub cha,0.3902,Rubus chamaemorus
2014,F10,2,6,Rub cha,0.2921,Rubus chamaemorus
2014,F10,2,7,Rub cha,0.4857,Rubus chamaemorus
2014,F10,2,8,Rub cha,0.4156,Rubus chamaemorus
2014,F2,3,2,Rub cha,0.0316,Rubus chamaemorus
2014,F2,3,3,Rub cha,0.0725,Rubus chamaemorus
2014,F2,3,4,Rub cha,0.139,Rubus chamaemorus
2014,F2,3,5,Rub cha,0.0603,Rubus chamaemorus
2014,F2,3,6,Rub cha,0.0426,Rubus chamaemorus
2014,F2,3,7,Rub cha,0.0194,Rubus chamaemorus
2015,CT,1,1,Rub cha,0.1239,Rubus chamaemorus
2015,CT,1,2,Rub cha,0.0403,Rubus chamaemorus
2015,CT,1,3,Rub cha,0.1043,Rubus chamaemorus
2015,CT,1,4,Rub cha,0.065,Rubus chamaemorus
2015,CT,1,5,Rub cha,0.0342,Rubus chamaemorus
2015,F2,1,1,Rub cha,0.0787,Rubus chamaemorus
2015,F2,1,2,Rub cha,0.0533,Rubus chamaemorus
2015,F2,1,3,Rub cha,0.0274,Rubus chamaemorus
2015,F2,1,4,Rub cha,0.0408,Rubus chamaemorus
2015,F2,1,5,Rub cha,0.0513,Rubus chamaemorus
2015,F5,1,1,Rub cha,0.0611,Rubus chamaemorus
2015,F5,1,2,Rub cha,0.0559,Rubus chamaemorus
2015,F5,1,3,Rub cha,0.087,Rubus chamaemorus
2015,F5,1,4,Rub cha,0.0721,Rubus chamaemorus
2015,F5,1,5,Rub cha,0.0992,Rubus chamaemorus
2015,F10,1,1,Rub cha,0.1374,Rubus chamaemorus
2015,F10,1,2,Rub cha,0.0862,Rubus chamaemorus
2015,F10,1,3,Rub cha,0.1185,Rubus chamaemorus
2015,F10,1,4,Rub cha,0.0909,Rubus chamaemorus
2015,F10,1,5,Rub cha,0.1343,Rubus chamaemorus
2015,F2,2,1,Rub cha,0.0994,Rubus chamaemorus
2015,F2,2,2,Rub cha,0.0482,Rubus chamaemorus
2015,F2,2,3,Rub cha,0.0854,Rubus chamaemorus
2015,F2,2,4,Rub cha,0.0345,Rubus chamaemorus
2015,F2,2,5,Rub cha,0.08,Rubus chamaemorus
2015,F10,2,1,Rub cha,0.0472,Rubus chamaemorus
2015,F10,2,2,Rub cha,0.1399,Rubus chamaemorus
2015,F10,2,3,Rub cha,0.1227,Rubus chamaemorus
2015,F10,2,4,Rub cha,0.0658,Rubus chamaemorus
2015,F10,2,5,Rub cha,0.0137,Rubus chamaemorus
2015,F2,3,2,Rub cha,0.0992,Rubus chamaemorus
2015,F2,3,3,Rub cha,0.1167,Rubus chamaemorus
2015,F2,3,5,Rub cha,0.0071,Rubus chamaemorus
2016,CT,1,1,Rub cha,0.0625,Rubus chamaemorus
2016,CT,1,2,Rub cha,0.0167,Rubus chamaemorus
2016,CT,1,3,Rub cha,0.0258,Rubus chamaemorus
2016,CT,1,4,Rub cha,0.0196,Rubus chamaemorus
2016,CT,1,5,Rub cha,0.0133,Rubus chamaemorus
2016,CT,1,6,Rub cha,0.0189,Rubus chamaemorus
2016,CT,1,7,Rub cha,0.0435,Rubus chamaemorus
2016,CT,1,8,Rub cha,0.0314,Rubus chamaemorus
2016,F2,1,1,Rub cha,0.0182,Rubus chamaemorus
2016,F2,1,2,Rub cha,0.037,Rubus chamaemorus
2016,F2,1,3,Rub cha,0.0192,Rubus chamaemorus
2016,F2,1,4,Rub cha,0.0328,Rubus chamaemorus
2016,F2,1,5,Rub cha,0.0217,Rubus chamaemorus
2016,F2,1,6,Rub cha,0.0511,Rubus chamaemorus
2016,F2,1,7,Rub cha,0.0253,Rubus chamaemorus
2016,F2,1,8,Rub cha,0.0495,Rubus chamaemorus
2016,F5,1,1,Rub cha,0.093,Rubus chamaemorus
2016,F5,1,2,Rub cha,0.0909,Rubus chamaemorus
2016,F5,1,3,Rub cha,0.1,Rubus chamaemorus
2016,F5,1,4,Rub cha,0.128,Rubus chamaemorus
2016,F5,1,5,Rub cha,0.0217,Rubus chamaemorus
2016,F5,1,6,Rub cha,0.0462,Rubus chamaemorus
2016,F5,1,7,Rub cha,0.1026,Rubus chamaemorus
2016,F5,1,8,Rub cha,0.0709,Rubus chamaemorus
2016,F10,1,1,Rub cha,0.1983,Rubus chamaemorus
2016,F10,1,2,Rub cha,0.0952,Rubus chamaemorus
2016,F10,1,3,Rub cha,0.1452,Rubus chamaemorus
2016,F10,1,4,Rub cha,0.1667,Rubus chamaemorus
2016,F10,1,5,Rub cha,0.1515,Rubus chamaemorus
2016,F10,1,6,Rub cha,0.1778,Rubus chamaemorus
2016,F10,1,7,Rub cha,0.2813,Rubus chamaemorus
2016,F10,1,8,Rub cha,0.1961,Rubus chamaemorus
2016,CT,2,2,Rub cha,0.0204,Rubus chamaemorus
2016,CT,2,3,Rub cha,0.0152,Rubus chamaemorus
